NAMA,KELAS,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,NILAI_1,NILAI_2,NILAI_3,NILAI_4,NILAI_5,NILAI_6,TOTAL_NILAI,REKOMENDASI_MATERI
Siswa_Gen_350,Kelas 3,A,B,D,D,A,B,C,B,A,B,C,D,A,B,C,D,A,B,B,D,A,B,C,B,75.0,75.0,100.0,100.0,75.0,75.0,83.33,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_351,Kelas 3,A,A,D,D,A,A,C,D,A,C,D,D,A,B,A,D,A,B,C,B,B,B,D,D,50.0,75.0,50.0,75.0,75.0,50.0,62.5,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_352,Kelas 3,B,A,C,B,D,D,C,C,C,B,C,D,C,A,D,C,A,A,A,D,C,B,D,D,25.0,25.0,75.0,0.0,50.0,50.0,37.5,Materi 4: Pembagian Bersusun Dasar (Porogapit)
Siswa_Gen_353,Kelas 3,A,B,C,D,A,B,C,D,A,B,C,D,A,B,B,D,A,B,D,A,A,B,C,D,100.0,100.0,100.0,75.0,50.0,100.0,87.5,Materi 5: Operasi Hitung Campuran Sederhana
Siswa_Gen_354,Kelas 3,D,C,C,B,B,B,C,C,B,B,C,D,C,B,D,D,C,B,C,A,C,D,D,B,25.0,50.0,75.0,50.0,50.0,0.0,41.67,Materi 6: Penerapan Urutan Operasi Hitung Campuran dalam Soal Cerita
Siswa_Gen_355,Kelas 3,A,D,A,B,A,A,C,D,A,D,D,A,B,B,C,A,A,B,C,A,A,C,C,C,25.0,75.0,25.0,50.0,75.0,50.0,50.0,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_356,Kelas 3,A,B,B,A,A,A,C,D,A,B,D,D,A,C,A,D,A,D,C,D,A,B,D,D,50.0,75.0,75.0,50.0,75.0,75.0,66.67,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_357,Kelas 3,B,D,A,B,C,C,B,D,C,C,C,A,A,B,C,D,B,A,C,D,D,D,C,D,0.0,25.0,25.0,100.0,50.0,50.0,41.67,Materi 1: Perkalian dengan 0 dan 10
Siswa_Gen_358,Kelas 3,A,B,D,D,A,B,A,B,A,B,C,D,D,D,B,A,A,B,D,D,A,D,C,D,75.0,50.0,100.0,0.0,75.0,75.0,62.5,Materi 4: Pembagian Bersusun Dasar (Porogapit)
Siswa_Gen_359,Kelas 3,A,B,C,D,A,B,C,A,A,D,C,D,A,B,C,D,A,C,C,D,A,B,B,D,100.0,75.0,75.0,100.0,75.0,75.0,83.33,Materi 2: Perkalian Bersusun
Siswa_Gen_360,Kelas 3,A,A,D,C,B,B,C,D,D,B,C,A,A,A,C,B,D,B,C,D,D,B,D,D,25.0,75.0,50.0,50.0,75.0,50.0,54.17,Materi 1: Perkalian dengan 0 dan 10
